Reporting Area,MMWR Year,MMWR Week,"Malaria, Current week","Malaria, Current week, flag","Malaria, Previous 52 weeks Max†","Malaria, Previous 52 weeks Max†, flag","Malaria, Cum 2019†","Malaria, Cum 2019†, flag","Malaria, Cum 2018†","Malaria, Cum 2018†, flag","Measles§, Idigenousis, Current week","Measles§, Idigenousis, Current week, flag","Measles§, Idigenousis, Previous 52 weeks Max†","Measles§, Idigenousis, Previous 52 weeks Max†, flag","Measles§, Idigenousis, Cum 2019†","Measles§, Idigenousis, Cum 2019†, flag","Measles§, Idigenousis, Cum 2018†","Measles§, Idigenousis, Cum 2018†, flag","Measles§, Imported, Current week","Measles§, Imported, Current week, flag","Measles§, Imported, Previous 52 weeks Max†","Measles§, Imported, Previous 52 weeks Max†, flag","Measles§, Imported, Cum 2019†","Measles§, Imported, Cum 2019†, flag","Measles§, Imported, Cum 2018†","Measles§, Imported, Cum 2018†, flag",Location 1,Location 2
FLORIDA,2019,17,1,,4,,9,,10,,,-,3,,,-,,-,1,,2,,2,,,-,"FLORIDA
(28.260731, -82.420978)",
WEST NORTH CENTRAL,2019,17,,-,5,,11,,14,,,-,0,,,-,20,,,-,6,,1,,15,,,WEST NORTH CENTRAL
IDAHO,2019,17,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",
RHODE ISLAND,2019,17,,-,2,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",
VIRGINIA,2019,17,,-,5,,18,,10,,,-,0,,,-,,-,,-,1,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",
MISSOURI,2019,17,,-,3,,3,,3,,,-,0,,,-,,-,,-,6,,1,,14,,"MISSOURI
(38.3675, -92.477244)",
WYOMING,2019,17,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",
NORTH DAKOTA,2019,17,,-,1,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",
IOWA,2019,17,,-,2,,4,,5,,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",
PUERTO RICO,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
GEORGIA,2019,17,,-,6,,1,,16,,2,,1,,3,,,-,,-,1,,1,,,-,"GEORGIA
(32.638481, -83.426574)",
HAWAII,2019,17,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",
MARYLAND,2019,17,1,,9,,36,,51,,2,,0,,2,,,-,2,,1,,2,,,-,"MARYLAND
(38.946466, -76.687282)",
KENTUCKY,2019,17,,-,2,,,-,2,,,-,1,,1,,,-,,-,1,,1,,,-,"KENTUCKY
(37.526683, -85.290484)",
US TERRITORIES,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
NEBRASKA,2019,17,,-,2,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",
NEW JERSEY,2019,17,,-,6,,12,,22,,,-,13,,6,,1,,,-,1,,2,,1,,"NEW JERSEY
(40.110253, -74.655514)",
LOUISIANA,2019,17,,-,1,,1,,5,,,-,0,,,-,,-,,-,1,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",
OREGON,2019,17,,-,2,,1,,3,,,-,4,,10,,2,,,-,1,,4,,,-,"OREGON
(43.940449, -120.605279)",
SOUTH ATLANTIC,2019,17,2,,20,,84,,114,,4,,3,,5,,,-,3,,3,,5,,,-,,SOUTH ATLANTIC
OKLAHOMA,2019,17,,-,1,,,-,,-,,-,0,,,-,,-,,-,1,,,-,2,,"OKLAHOMA
(35.583449, -97.508297)",
ARKANSAS,2019,17,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,1,,"ARKANSAS
(34.899825, -92.439162)",
TEXAS,2019,17,,-,7,,1,,21,,,-,5,,8,,5,,,-,1,,4,,1,,"TEXAS
(31.447238, -99.317341)",
WEST VIRGINIA,2019,17,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",
MONTANA,2019,17,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",
PACIFIC,2019,17,,-,8,,27,,32,,,-,12,,45,,8,,,-,4,,22,,5,,,PACIFIC
ALABAMA,2019,17,,-,3,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",
CALIFORNIA,2019,17,,-,5,,17,,21,,,-,6,,19,,6,,,-,4,,18,,5,,"CALIFORNIA
(37.211164, -119.662127)",
NEW HAMPSHIRE,2019,17,,-,1,,1,,,-,,-,0,,,-,,-,,-,1,,2,,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",
WASHINGTON,2019,17,,-,4,,6,,5,,,-,12,,16,,,-,,-,1,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",
NEW MEXICO,2019,17,,-,1,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",
CONNECTICUT,2019,17,,-,1,,,-,1,,,-,2,,2,,,-,,-,1,,1,,2,,"CONNECTICUT
(41.575155, -72.738288)",
TENNESSEE,2019,17,,-,2,,5,,1,,,-,0,,,-,,-,,-,0,,,-,1,,"TENNESSEE
(35.842998, -86.343226)",
NEW YORK,2019,17,1,,5,,10,,14,,1,,8,,12,,,-,15,,43,,112,,3,,"NEW YORK
(42.921241, -75.59655)",
NEVADA,2019,17,,-,2,,1,,,-,,-,0,,,-,,-,,-,1,,,-,1,,"NEVADA
(39.283294, -114.916992)",
ARIZONA,2019,17,,-,3,,6,,7,,,-,0,,,-,,-,,-,1,,1,,,-,"ARIZONA
(34.293239, -111.664616)",
COLORADO,2019,17,,-,3,,3,,3,,,-,0,,,-,,-,,-,1,,1,,,-,"COLORADO
(38.998552, -105.547832)",
U.S. VIRGIN ISLANDS,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
MIDDLE ATLANTIC,2019,17,3,,24,,73,,91,,3,,31,,206,,1,,15,,45,,154,,9,,,MIDDLE ATLANTIC
EAST SOUTH CENTRAL,2019,17,,-,4,,6,,5,,,-,1,,1,,,-,,-,1,,1,,1,,,EAST SOUTH CENTRAL
OHIO,2019,17,,-,4,,16,,11,,,-,0,,,-,,-,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",
WEST SOUTH CENTRAL,2019,17,,-,8,,2,,26,,,-,5,,8,,5,,,-,1,,4,,4,,,WEST SOUTH CENTRAL
SOUTH DAKOTA,2019,17,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",
US RESIDENTS,2019,17,6,,56,,268,,358,,7,,38,,271,,34,,18,,45,,237,,40,,,US RESIDENTS
MOUNTAIN,2019,17,,-,4,,13,,14,,,-,0,,,-,,-,,-,1,,2,,1,,,MOUNTAIN
NORTHERN MARIANA ISLANDS,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
MAINE,2019,17,1,,3,,7,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",
MASSACHUSETTS,2019,17,,-,4,,14,,9,,,-,0,,,-,,-,,-,2,,2,,,-,"MASSACHUSETTS
(42.151077, -71.481104)",
MISSISSIPPI,2019,17,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",
TOTAL,2019,17,6,,56,,269,,358,,7,,38,,271,,34,,18,,45,,237,,40,,,TOTAL
ILLINOIS,2019,17,,-,5,,11,,19,,,-,2,,4,,,-,,-,1,,3,,1,,"ILLINOIS
(40.124144, -89.148632)",
UTAH,2019,17,,-,1,,3,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",
AMERICAN SAMOA,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA
MISSOURI,2019,18,,-,3,,3,,3,,,-,0,,,-,,-,,-,1,,1,,14,,"MISSOURI
(38.3675, -92.477244)",
WASHINGTON,2019,18,,-,4,,6,,5,,,-,12,,16,,,-,,-,1,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",
MINNESOTA,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",
OKLAHOMA,2019,18,,-,1,,,-,,-,,-,0,,,-,,-,,-,1,,,-,2,,"OKLAHOMA
(35.583449, -97.508297)",
KANSAS,2019,18,,-,2,,2,,2,,,-,0,,,-,20,,,-,0,,,-,1,,"KANSAS
(38.484729, -98.38018)",
HAWAII,2019,18,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",
NON-US RESIDENTS,2019,18,,-,,NC,2,,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
RHODE ISLAND,2019,18,,-,2,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",
WEST VIRGINIA,2019,18,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",
SOUTH CAROLINA,2019,18,,-,0,,,-,,-,,-,2,,,-,,-,,-,1,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",
VIRGINIA,2019,18,2,,5,,20,,11,,,-,0,,,-,,-,,-,1,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",
NORTH CAROLINA,2019,18,,-,4,,9,,16,,,-,1,,,-,,-,,-,1,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",
CONNECTICUT,2019,18,,-,1,,,-,1,,,-,2,,2,,,-,,-,1,,1,,3,,"CONNECTICUT
(41.575155, -72.738288)",
TOTAL,2019,18,10,,57,,284,,393,,,-,42,,291,,36,,8,,46,,254,,44,,,TOTAL
US TERRITORIES,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
PACIFIC,2019,18,,-,8,,27,,32,,,-,12,,47,,10,,,-,3,,23,,5,,,PACIFIC
ARIZONA,2019,18,,-,3,,6,,7,,,-,0,,,-,,-,,-,1,,1,,,-,"ARIZONA
(34.293239, -111.664616)",
LOUISIANA,2019,18,,-,1,,1,,5,,,-,0,,,-,,-,,-,1,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",
NEBRASKA,2019,18,,-,2,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",
EAST NORTH CENTRAL,2019,18,2,,8,,32,,53,,,-,2,,4,,,-,,-,17,,45,,3,,,EAST NORTH CENTRAL
OREGON,2019,18,,-,2,,1,,3,,,-,4,,10,,2,,,-,1,,4,,,-,"OREGON
(43.940449, -120.605279)",
NEW HAMPSHIRE,2019,18,,-,1,,1,,1,,,-,0,,,-,,-,,-,1,,2,,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",
MICHIGAN,2019,18,,-,3,,2,,10,,,-,0,,,-,,-,,-,16,,41,,1,,"MICHIGAN
(44.874798, -85.730977)",
U.S. VIRGIN ISLANDS,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
INDIANA,2019,18,,-,1,,,-,5,,,-,0,,,-,,-,,-,1,,1,,1,,"INDIANA
(39.919991, -86.2818)",
SOUTH ATLANTIC,2019,18,5,,20,,92,,124,,,-,4,,5,,,-,,-,3,,5,,3,,,SOUTH ATLANTIC
GUAM,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MARYLAND,2019,18,2,,9,,39,,53,,,-,2,,2,,,-,,-,2,,2,,,-,"MARYLAND
(38.946466, -76.687282)",
PENNSYLVANIA,2019,18,1,,8,,17,,30,,,-,0,,,-,,-,3,,1,,4,,2,,"PENNSYLVANIA
(40.896694, -77.838886)",
KENTUCKY,2019,18,,-,2,,,-,2,,,-,1,,1,,,-,,-,1,,1,,,-,"KENTUCKY
(37.526683, -85.290484)",
UTAH,2019,18,,-,1,,3,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",
DELAWARE,2019,18,1,,3,,7,,5,,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",
MAINE,2019,18,,-,3,,7,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",
ALABAMA,2019,18,,-,3,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",
NORTH DAKOTA,2019,18,,-,1,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",
EAST SOUTH CENTRAL,2019,18,,-,4,,6,,5,,,-,1,,1,,,-,,-,1,,1,,1,,,EAST SOUTH CENTRAL
NEW YORK,2019,18,1,,5,,11,,14,,,-,8,,12,,,-,5,,44,,117,,3,,"NEW YORK
(42.921241, -75.59655)",
WEST SOUTH CENTRAL,2019,18,,-,8,,2,,31,,,-,5,,8,,5,,,-,1,,4,,4,,,WEST SOUTH CENTRAL
FLORIDA,2019,18,,-,4,,9,,14,,,-,3,,,-,,-,,-,2,,2,,2,,"FLORIDA
(28.260731, -82.420978)",
TEXAS,2019,18,,-,7,,1,,26,,,-,5,,8,,5,,,-,1,,4,,1,,"TEXAS
(31.447238, -99.317341)",
VERMONT,2019,18,,-,1,,1,,1,,,-,0,,,-,,-,,-,1,,,-,,-,"VERMONT
(44.075252, -72.662695)",
IOWA,2019,18,,-,2,,4,,5,,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",
ILLINOIS,2019,18,,-,3,,11,,22,,,-,2,,4,,,-,,-,1,,3,,1,,"ILLINOIS
(40.124144, -89.148632)",
PUERTO RICO,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
CALIFORNIA,2019,18,,-,5,,17,,21,,,-,8,,21,,8,,,-,3,,19,,5,,"CALIFORNIA
(37.211164, -119.662127)",
NEW ENGLAND,2019,18,,-,5,,23,,17,,,-,2,,2,,,-,,-,2,,5,,3,,,NEW ENGLAND
ALASKA,2019,18,,-,1,,2,,3,,,-,0,,,-,,-,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",
DISTRICT OF COLUMBIA,2019,18,,-,2,,7,,5,,,-,0,,,-,,-,,-,1,,,-,1,,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",
IDAHO,2019,18,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",
MISSISSIPPI,2019,18,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",
MIDDLE ATLANTIC,2019,18,3,,24,,76,,101,,,-,35,,224,,1,,8,,46,,168,,9,,,MIDDLE ATLANTIC
GEORGIA,2019,18,,-,6,,1,,18,,,-,2,,3,,,-,,-,1,,1,,,-,"GEORGIA
(32.638481, -83.426574)",
NEW MEXICO,2019,18,,-,1,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",
MASSACHUSETTS,2019,18,,-,4,,14,,10,,,-,0,,,-,,-,,-,2,,2,,,-,"MASSACHUSETTS
(42.151077, -71.481104)",
NEVADA,2019,18,,-,2,,1,,,-,,-,0,,,-,,-,,-,1,,,-,1,,"NEVADA
(39.283294, -114.916992)",
WEST NORTH CENTRAL,2019,18,,-,5,,11,,14,,,-,0,,,-,20,,,-,1,,1,,15,,,WEST NORTH CENTRAL
MOUNTAIN,2019,18,,-,4,,13,,16,,,-,0,,,-,,-,,-,1,,2,,1,,,MOUNTAIN
WISCONSIN,2019,18,,-,2,,1,,3,,,-,0,,,-,,-,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",
ARKANSAS,2019,18,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,1,,"ARKANSAS
(34.899825, -92.439162)",
TENNESSEE,2019,18,,-,2,,5,,1,,,-,0,,,-,,-,,-,0,,,-,1,,"TENNESSEE
(35.842998, -86.343226)",
COLORADO,2019,18,,-,3,,3,,4,,,-,0,,,-,,-,,-,1,,1,,,-,"COLORADO
(38.998552, -105.547832)",
SOUTH DAKOTA,2019,18,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",
WYOMING,2019,18,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",
MONTANA,2019,18,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",
US RESIDENTS,2019,18,10,,57,,282,,393,,,-,42,,291,,36,,8,,46,,254,,44,,,US RESIDENTS
NEW YORK CITY,2019,18,1,,11,,36,,35,,,-,34,,205,,,-,,-,11,,41,,3,,,NEW YORK CITY
NEW JERSEY,2019,18,,-,6,,12,,22,,,-,13,,7,,1,,,-,3,,6,,1,,"NEW JERSEY
(40.110253, -74.655514)",
AMERICAN SAMOA,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA
NORTHERN MARIANA ISLANDS,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
OHIO,2019,18,2,,4,,18,,13,,,-,0,,,-,,-,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",
MISSISSIPPI,2019,19,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",
NORTH CAROLINA,2019,19,,-,4,,12,,17,,,-,1,,,-,,-,,-,1,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",
UTAH,2019,19,,-,1,,3,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",
CALIFORNIA,2019,19,,-,5,,18,,22,,,-,8,,22,,8,,,-,3,,22,,5,,"CALIFORNIA
(37.211164, -119.662127)",
MISSOURI,2019,19,,-,3,,3,,3,,,-,0,,,-,,-,,-,1,,1,,14,,"MISSOURI
(38.3675, -92.477244)",
PUERTO RICO,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
ALABAMA,2019,19,,-,3,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",
GUAM,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
SOUTH DAKOTA,2019,19,,-,2,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",
LOUISIANA,2019,19,,-,1,,1,,5,,,-,0,,,-,,-,,-,1,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",
NEW MEXICO,2019,19,,-,1,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",
KENTUCKY,2019,19,,-,2,,,-,2,,,-,1,,1,,,-,,-,1,,1,,,-,"KENTUCKY
(37.526683, -85.290484)",
NEW YORK CITY,2019,19,1,,11,,37,,40,,,-,34,,205,,,-,,-,11,,41,,3,,,NEW YORK CITY
EAST SOUTH CENTRAL,2019,19,,-,4,,6,,5,,,-,1,,1,,,-,,-,1,,1,,1,,,EAST SOUTH CENTRAL
HAWAII,2019,19,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",
MARYLAND,2019,19,2,,9,,41,,59,,,-,2,,2,,,-,,-,2,,2,,,-,"MARYLAND
(38.946466, -76.687282)",
AMERICAN SAMOA,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA
OREGON,2019,19,,-,2,,1,,3,,,-,4,,10,,2,,,-,1,,4,,,-,"OREGON
(43.940449, -120.605279)",
NEW ENGLAND,2019,19,1,,5,,26,,19,,,-,2,,2,,,-,,-,2,,5,,3,,,NEW ENGLAND
OHIO,2019,19,,-,4,,18,,17,,,-,0,,,-,,-,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",
MOUNTAIN,2019,19,,-,4,,14,,16,,,-,0,,,-,,-,,-,1,,2,,1,,,MOUNTAIN
MASSACHUSETTS,2019,19,1,,4,,15,,10,,,-,0,,,-,,-,,-,2,,2,,,-,"MASSACHUSETTS
(42.151077, -71.481104)",
MICHIGAN,2019,19,,-,3,,2,,10,,,-,0,,,-,,-,,-,16,,41,,1,,"MICHIGAN
(44.874798, -85.730977)",
WEST SOUTH CENTRAL,2019,19,,-,8,,2,,32,,,-,5,,8,,5,,,-,1,,4,,4,,,WEST SOUTH CENTRAL
PENNSYLVANIA,2019,19,,-,8,,18,,33,,,-,1,,1,,,-,,-,4,,5,,2,,"PENNSYLVANIA
(40.896694, -77.838886)",
WEST NORTH CENTRAL,2019,19,,-,5,,13,,17,,,-,0,,,-,20,,,-,1,,1,,15,,,WEST NORTH CENTRAL
US TERRITORIES,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
ARIZONA,2019,19,,-,3,,7,,7,,,-,0,,,-,,-,,-,1,,1,,,-,"ARIZONA
(34.293239, -111.664616)",
PACIFIC,2019,19,,-,8,,28,,38,,,-,12,,48,,10,,,-,3,,26,,5,,,PACIFIC
TOTAL,2019,19,6,,57,,310,,434,,7,,42,,300,,36,,2,,46,,260,,46,,,TOTAL
MIDDLE ATLANTIC,2019,19,1,,24,,78,,113,,7,,35,,232,,1,,2,,46,,171,,11,,,MIDDLE ATLANTIC
NON-US RESIDENTS,2019,19,,-,,NC,2,,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
IOWA,2019,19,,-,2,,4,,6,,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",
OKLAHOMA,2019,19,,-,1,,,-,,-,,-,0,,,-,,-,,-,1,,,-,2,,"OKLAHOMA
(35.583449, -97.508297)",
WYOMING,2019,19,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",
MINNESOTA,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",
MONTANA,2019,19,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",
NEW HAMPSHIRE,2019,19,,-,1,,1,,2,,,-,0,,,-,,-,,-,1,,2,,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",
COLORADO,2019,19,,-,3,,3,,4,,,-,0,,,-,,-,,-,1,,1,,,-,"COLORADO
(38.998552, -105.547832)",
INDIANA,2019,19,,-,1,,,-,5,,,-,0,,,-,,-,,-,1,,1,,1,,"INDIANA
(39.919991, -86.2818)",
SOUTH CAROLINA,2019,19,,-,0,,,-,,-,,-,2,,,-,,-,,-,1,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",
VERMONT,2019,19,,-,1,,1,,1,,,-,0,,,-,,-,,-,1,,,-,,-,"VERMONT
(44.075252, -72.662695)",
WEST VIRGINIA,2019,19,,-,1,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",
U.S. VIRGIN ISLANDS,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
NORTHERN MARIANA ISLANDS,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
VIRGINIA,2019,19,2,,5,,23,,12,,,-,0,,,-,,-,,-,1,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",
SOUTH ATLANTIC,2019,19,4,,20,,109,,136,,,-,4,,5,,,-,,-,3,,5,,3,,,SOUTH ATLANTIC
NEBRASKA,2019,19,,-,2,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",
EAST NORTH CENTRAL,2019,19,,-,8,,32,,58,,,-,2,,4,,,-,,-,17,,45,,3,,,EAST NORTH CENTRAL
GEORGIA,2019,19,,-,6,,10,,19,,,-,2,,3,,,-,,-,1,,1,,,-,"GEORGIA
(32.638481, -83.426574)",
DISTRICT OF COLUMBIA,2019,19,,-,2,,7,,6,,,-,0,,,-,,-,,-,0,,,-,1,,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",
NEW YORK,2019,19,,-,5,,11,,15,,7,,8,,19,,,-,2,,44,,119,,5,,"NEW YORK
(42.921241, -75.59655)",
ARKANSAS,2019,19,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,1,,"ARKANSAS
(34.899825, -92.439162)",
MAINE,2019,19,,-,3,,7,,3,,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",
FLORIDA,2019,19,,-,3,,9,,15,,,-,3,,,-,,-,,-,1,,2,,2,,"FLORIDA
(28.260731, -82.420978)",
CONNECTICUT,2019,19,,-,1,,,-,1,,,-,2,,2,,,-,,-,1,,1,,3,,"CONNECTICUT
(41.575155, -72.738288)",
TEXAS,2019,19,,-,7,,1,,27,,,-,5,,8,,5,,,-,1,,4,,1,,"TEXAS
(31.447238, -99.317341)",
NORTH DAKOTA,2019,19,,-,1,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",
TENNESSEE,2019,19,,-,2,,5,,1,,,-,0,,,-,,-,,-,0,,,-,1,,"TENNESSEE
(35.842998, -86.343226)",
IDAHO,2019,19,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",
KANSAS,2019,19,,-,2,,3,,4,,,-,0,,,-,20,,,-,0,,,-,1,,"KANSAS
(38.484729, -98.38018)",
WISCONSIN,2019,19,,-,2,,1,,3,,,-,0,,,-,,-,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",
DELAWARE,2019,19,,-,3,,7,,5,,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",
ALASKA,2019,19,,-,1,,2,,4,,,-,0,,,-,,-,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",
US RESIDENTS,2019,19,6,,57,,308,,434,,7,,42,,300,,36,,2,,46,,260,,46,,,US RESIDENTS
NEVADA,2019,19,,-,2,,1,,,-,,-,0,,,-,,-,,-,1,,,-,1,,"NEVADA
(39.283294, -114.916992)",
NEW JERSEY,2019,19,,-,6,,12,,25,,,-,13,,7,,1,,,-,3,,6,,1,,"NEW JERSEY
(40.110253, -74.655514)",
